State,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998
Ac_As,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_At,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac_Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
